Iteração,API,TIPO,Tempo de Resposta (ms),Tamanho da Resposta (bytes)
227,GraphQL List Repos More Info,graphql_2,1535.74,21604
227,REST Get Repo PRs,rest,912.58,1168277
227,GraphQL Get Repo PRs,graphql_1,417.74,3237
227,GraphQL Get Repo PRs More Info,graphql_2,921.82,27078
228,REST List Repos,rest,377.79,36311
228,GraphQL List Repos,graphql_1,511.88,1006
228,GraphQL List Repos More Info,graphql_2,1334.03,21604
228,REST Get Repo PRs,rest,892.67,1168277
228,GraphQL Get Repo PRs,graphql_1,434.53,3237
228,GraphQL Get Repo PRs More Info,graphql_2,1023.66,27078
229,REST List Repos,rest,379.08,36311
229,GraphQL List Repos,graphql_1,511.51,1006
229,GraphQL List Repos More Info,graphql_2,1536.03,21604
229,REST Get Repo PRs,rest,671.39,1168277
229,GraphQL Get Repo PRs,graphql_1,454.02,3237
229,GraphQL Get Repo PRs More Info,graphql_2,921.64,27078
230,REST List Repos,rest,275.04,36311
230,GraphQL List Repos,graphql_1,511.85,1006
230,GraphQL List Repos More Info,graphql_2,1535.85,21604
230,REST Get Repo PRs,rest,1190.39,1168277
230,GraphQL Get Repo PRs,graphql_1,448.17,3237
230,GraphQL Get Repo PRs More Info,graphql_2,1024.07,27078
231,REST List Repos,rest,378.07,36311
231,GraphQL List Repos,graphql_1,511.79,1006
231,GraphQL List Repos More Info,graphql_2,1331.09,21604
231,REST Get Repo PRs,rest,774.64,1168277
231,GraphQL Get Repo PRs,graphql_1,556.03,3237
231,GraphQL Get Repo PRs More Info,graphql_2,1229.53,27078
232,REST List Repos,rest,377.05,36311
232,GraphQL List Repos,graphql_1,512.98,1006
232,GraphQL List Repos More Info,graphql_2,1637.53,21604
232,REST Get Repo PRs,rest,779.38,1168277
232,GraphQL Get Repo PRs,graphql_1,552.13,3237
232,GraphQL Get Repo PRs More Info,graphql_2,1022.58,27078
233,REST List Repos,rest,378.47,36311
233,GraphQL List Repos,graphql_1,716.11,1006
233,GraphQL List Repos More Info,graphql_2,1333.74,21604
233,REST Get Repo PRs,rest,689.61,1168277
233,GraphQL Get Repo PRs,graphql_1,433.17,3237
233,GraphQL Get Repo PRs More Info,graphql_2,923.26,27078
234,REST List Repos,rest,376.99,36311
234,GraphQL List Repos,graphql_1,512.15,1006
234,GraphQL List Repos More Info,graphql_2,1762.58,21604
234,REST Get Repo PRs,rest,655.61,1168277
234,GraphQL Get Repo PRs,graphql_1,414.11,3237
234,GraphQL Get Repo PRs More Info,graphql_2,955.11,27078
235,REST List Repos,rest,378.18,36311
235,GraphQL List Repos,graphql_1,512.66,1006
235,GraphQL List Repos More Info,graphql_2,2047.16,21604
235,REST Get Repo PRs,rest,794.92,1168277
235,GraphQL Get Repo PRs,graphql_1,433.05,3237
235,GraphQL Get Repo PRs More Info,graphql_2,1023.56,27078
236,REST List Repos,rest,383.43,36311
236,GraphQL List Repos,graphql_1,506.04,1006
236,GraphQL List Repos More Info,graphql_2,1127.80,21604
236,REST Get Repo PRs,rest,770.06,1168277
236,GraphQL Get Repo PRs,graphql_1,457.79,3237
236,GraphQL Get Repo PRs More Info,graphql_2,920.90,27078
237,REST List Repos,rest,386.71,36311
237,GraphQL List Repos,graphql_1,401.48,1006
237,GraphQL List Repos More Info,graphql_2,1330.89,21604
237,REST Get Repo PRs,rest,794.63,1168277
237,GraphQL Get Repo PRs,graphql_1,637.79,3237
237,GraphQL Get Repo PRs More Info,graphql_2,921.99,27078
238,REST List Repos,rest,377.78,36311
238,GraphQL List Repos,graphql_1,451.52,1006
238,GraphQL List Repos More Info,graphql_2,1800.61,21604
238,REST Get Repo PRs,rest,850.41,1168277
238,GraphQL Get Repo PRs,graphql_1,480.39,3237
238,GraphQL Get Repo PRs More Info,graphql_2,921.19,27078
239,REST List Repos,rest,379.01,36311
239,GraphQL List Repos,graphql_1,511.46,1006
239,GraphQL List Repos More Info,graphql_2,1637.72,21604
239,REST Get Repo PRs,rest,682.08,1168277
239,GraphQL Get Repo PRs,graphql_1,546.24,3237
239,GraphQL Get Repo PRs More Info,graphql_2,921.85,27078
240,REST List Repos,rest,277.45,36311
240,GraphQL List Repos,graphql_1,510.25,1006
240,GraphQL List Repos More Info,graphql_2,1883.58,21604
240,REST Get Repo PRs,rest,738.28,1168277
240,GraphQL Get Repo PRs,graphql_1,448.33,3237
240,GraphQL Get Repo PRs More Info,graphql_2,1537.42,27078
241,REST List Repos,rest,379.48,36311
241,GraphQL List Repos,graphql_1,510.19,1006
241,GraphQL List Repos More Info,graphql_2,1434.07,21604
241,REST Get Repo PRs,rest,780.49,1168277
241,GraphQL Get Repo PRs,graphql_1,445.99,3237
241,GraphQL Get Repo PRs More Info,graphql_2,1127.15,27078
242,REST List Repos,rest,377.81,36311
242,GraphQL List Repos,graphql_1,512.32,1006
242,GraphQL List Repos More Info,graphql_2,1228.90,21604
242,REST Get Repo PRs,rest,795.79,1168277
242,GraphQL Get Repo PRs,graphql_1,432.08,3237
242,GraphQL Get Repo PRs More Info,graphql_2,1536.14,27078
243,REST List Repos,rest,410.36,36311
243,GraphQL List Repos,graphql_1,491.12,1006
243,GraphQL List Repos More Info,graphql_2,1947.68,21604
243,REST Get Repo PRs,rest,1097.60,1168277
243,GraphQL Get Repo PRs,graphql_1,525.13,3237
243,GraphQL Get Repo PRs More Info,graphql_2,828.59,27078
244,REST List Repos,rest,369.27,36311
244,GraphQL List Repos,graphql_1,614.71,1006
244,GraphQL List Repos More Info,graphql_2,1331.67,21604
244,REST Get Repo PRs,rest,1187.36,1168277
244,GraphQL Get Repo PRs,graphql_1,449.71,3237
244,GraphQL Get Repo PRs More Info,graphql_2,1024.70,27078
245,REST List Repos,rest,375.78,36311
245,GraphQL List Repos,graphql_1,513.20,1006
245,GraphQL List Repos More Info,graphql_2,1433.55,21604
245,REST Get Repo PRs,rest,695.10,1168277
245,GraphQL Get Repo PRs,graphql_1,430.83,3237
245,GraphQL Get Repo PRs More Info,graphql_2,1023.66,27078
246,REST List Repos,rest,275.34,36311
246,GraphQL List Repos,graphql_1,512.99,1006
246,GraphQL List Repos More Info,graphql_2,1536.41,21604
246,REST Get Repo PRs,rest,800.50,1168277
246,GraphQL Get Repo PRs,graphql_1,527.73,3237
246,GraphQL Get Repo PRs More Info,graphql_2,820.01,27078
247,REST List Repos,rest,378.40,36311
247,GraphQL List Repos,graphql_1,512.46,1006
247,GraphQL List Repos More Info,graphql_2,1534.32,21604
247,REST Get Repo PRs,rest,886.22,1168277
247,GraphQL Get Repo PRs,graphql_1,444.54,3237
247,GraphQL Get Repo PRs More Info,graphql_2,1024.32,27078
248,REST List Repos,rest,377.75,36311
248,GraphQL List Repos,graphql_1,409.17,1006
248,GraphQL List Repos More Info,graphql_2,1230.72,21604
248,REST Get Repo PRs,rest,1192.53,1168277
248,GraphQL Get Repo PRs,graphql_1,444.39,3237
248,GraphQL Get Repo PRs More Info,graphql_2,920.13,27078
249,REST List Repos,rest,378.55,36311
249,GraphQL List Repos,graphql_1,512.19,1006
249,GraphQL List Repos More Info,graphql_2,1638.06,21604
249,REST Get Repo PRs,rest,956.27,1168277
249,GraphQL Get Repo PRs,graphql_1,475.81,3237
249,GraphQL Get Repo PRs More Info,graphql_2,821.69,27078
250,REST List Repos,rest,378.05,36311
250,GraphQL List Repos,graphql_1,407.52,1006
250,GraphQL List Repos More Info,graphql_2,1638.26,21604
250,REST Get Repo PRs,rest,781.63,1168277
250,GraphQL Get Repo PRs,graphql_1,445.82,3237
250,GraphQL Get Repo PRs More Info,graphql_2,922.08,27078
251,REST List Repos,rest,377.75,36311
251,GraphQL List Repos,graphql_1,513.71,1006
251,GraphQL List Repos More Info,graphql_2,1533.76,21604
251,REST Get Repo PRs,rest,681.31,1168277
251,GraphQL Get Repo PRs,graphql_1,440.05,3237
251,GraphQL Get Repo PRs More Info,graphql_2,824.05,27078
252,REST List Repos,rest,378.30,36311
252,GraphQL List Repos,graphql_1,511.28,1006
252,GraphQL List Repos More Info,graphql_2,1228.80,21604
252,REST Get Repo PRs,rest,778.52,1168277
252,GraphQL Get Repo PRs,graphql_1,654.75,3237
252,GraphQL Get Repo PRs More Info,graphql_2,1024.24,27078
253,REST List Repos,rest,377.79,36311
253,GraphQL List Repos,graphql_1,511.68,1006
253,GraphQL List Repos More Info,graphql_2,1535.76,21604
253,REST Get Repo PRs,rest,881.17,1168277
253,GraphQL Get Repo PRs,graphql_1,450.41,3237
253,GraphQL Get Repo PRs More Info,graphql_2,890.84,27078
254,REST List Repos,rest,306.66,36311
254,GraphQL List Repos,graphql_1,511.59,1006
254,GraphQL List Repos More Info,graphql_2,1637.94,21604
254,REST Get Repo PRs,rest,793.53,1168277
254,GraphQL Get Repo PRs,graphql_1,537.30,3237
254,GraphQL Get Repo PRs More Info,graphql_2,819.97,27078
255,REST List Repos,rest,376.79,36311
255,GraphQL List Repos,graphql_1,512.26,1006
255,GraphQL List Repos More Info,graphql_2,2356.54,21604
255,REST Get Repo PRs,rest,791.62,1168277
255,GraphQL Get Repo PRs,graphql_1,434.06,3237
255,GraphQL Get Repo PRs More Info,graphql_2,991.34,27078
256,REST List Repos,rest,308.67,36311
256,GraphQL List Repos,graphql_1,614.64,1006
256,GraphQL List Repos More Info,graphql_2,1434.22,21604
256,REST Get Repo PRs,rest,1028.05,1168277
256,GraphQL Get Repo PRs,graphql_1,403.10,3237
256,GraphQL Get Repo PRs More Info,graphql_2,819.00,27078
257,REST List Repos,rest,380.17,36311
257,GraphQL List Repos,graphql_1,511.63,1006
257,GraphQL List Repos More Info,graphql_2,1140.76,21604
257,REST Get Repo PRs,rest,720.94,1168277
257,GraphQL Get Repo PRs,graphql_1,496.40,3237
257,GraphQL Get Repo PRs More Info,graphql_2,813.39,27078
258,REST List Repos,rest,378.54,36311
258,GraphQL List Repos,graphql_1,716.86,1006
258,GraphQL List Repos More Info,graphql_2,1432.69,21604
258,REST Get Repo PRs,rest,809.71,1168277
258,GraphQL Get Repo PRs,graphql_1,389.50,3237
258,GraphQL Get Repo PRs More Info,graphql_2,769.73,27078
259,REST List Repos,rest,298.39,36311
259,GraphQL List Repos,graphql_1,390.84,1006
259,GraphQL List Repos More Info,graphql_2,1508.46,21604
259,REST Get Repo PRs,rest,694.17,1168277
259,GraphQL Get Repo PRs,graphql_1,395.21,3237
259,GraphQL Get Repo PRs More Info,graphql_2,856.29,27078
260,REST List Repos,rest,378.49,36311
260,GraphQL List Repos,graphql_1,510.80,1006
260,GraphQL List Repos More Info,graphql_2,1228.53,21604
260,REST Get Repo PRs,rest,690.85,1168277
260,GraphQL Get Repo PRs,graphql_1,444.30,3237
260,GraphQL Get Repo PRs More Info,graphql_2,1014.12,27078
261,REST List Repos,rest,379.04,36311
261,GraphQL List Repos,graphql_1,445.03,1006
261,GraphQL List Repos More Info,graphql_2,1807.05,21604
261,REST Get Repo PRs,rest,1304.97,1168277
261,GraphQL Get Repo PRs,graphql_1,395.51,3237
261,GraphQL Get Repo PRs More Info,graphql_2,960.58,27078
262,REST List Repos,rest,378.79,36311
262,GraphQL List Repos,graphql_1,510.80,1006
262,GraphQL List Repos More Info,graphql_2,1331.24,21604
262,REST Get Repo PRs,rest,678.13,1168277
262,GraphQL Get Repo PRs,graphql_1,346.27,3237
262,GraphQL Get Repo PRs More Info,graphql_2,921.45,27078
263,REST List Repos,rest,384.40,36311
263,GraphQL List Repos,graphql_1,389.89,1006
263,GraphQL List Repos More Info,graphql_2,1445.84,21604
263,REST Get Repo PRs,rest,1000.50,1168277
263,GraphQL Get Repo PRs,graphql_1,433.42,3237
263,GraphQL Get Repo PRs More Info,graphql_2,2252.88,27078
264,REST List Repos,rest,377.84,36311
264,GraphQL List Repos,graphql_1,511.76,1006
264,GraphQL List Repos More Info,graphql_2,1228.37,21604
264,REST Get Repo PRs,rest,899.87,1168277
264,GraphQL Get Repo PRs,graphql_1,532.98,3237
264,GraphQL Get Repo PRs More Info,graphql_2,819.73,27078
265,REST List Repos,rest,377.87,36311
265,GraphQL List Repos,graphql_1,512.60,1006
265,GraphQL List Repos More Info,graphql_2,1228.42,21604
265,REST Get Repo PRs,rest,779.78,1168277
265,GraphQL Get Repo PRs,graphql_1,550.71,3237
265,GraphQL Get Repo PRs More Info,graphql_2,716.36,27078
266,REST List Repos,rest,377.89,36311
266,GraphQL List Repos,graphql_1,512.51,1006
266,GraphQL List Repos More Info,graphql_2,1330.04,21604
266,REST Get Repo PRs,rest,780.07,1168277
266,GraphQL Get Repo PRs,graphql_1,447.70,3237
266,GraphQL Get Repo PRs More Info,graphql_2,1024.91,27078
267,REST List Repos,rest,377.81,36311
267,GraphQL List Repos,graphql_1,616.51,1006
267,GraphQL List Repos More Info,graphql_2,1840.98,21604
267,REST Get Repo PRs,rest,697.32,1168277
267,GraphQL Get Repo PRs,graphql_1,409.76,3237
267,GraphQL Get Repo PRs More Info,graphql_2,939.28,27078
268,REST List Repos,rest,380.63,36311
268,GraphQL List Repos,graphql_1,510.71,1006
268,GraphQL List Repos More Info,graphql_2,1432.26,21604
268,REST Get Repo PRs,rest,1024.81,1168277
268,GraphQL Get Repo PRs,graphql_1,511.41,3237
268,GraphQL Get Repo PRs More Info,graphql_2,923.30,27078
269,REST List Repos,rest,376.04,36311
269,GraphQL List Repos,graphql_1,517.55,1006
269,GraphQL List Repos More Info,graphql_2,1380.15,21604
269,REST Get Repo PRs,rest,756.41,1168277
269,GraphQL Get Repo PRs,graphql_1,492.76,3237
269,GraphQL Get Repo PRs More Info,graphql_2,845.35,27078
270,REST List Repos,rest,379.37,36311
270,GraphQL List Repos,graphql_1,510.82,1006
270,GraphQL List Repos More Info,graphql_2,1331.72,21604
270,REST Get Repo PRs,rest,792.67,1168277
270,GraphQL Get Repo PRs,graphql_1,434.16,3237
270,GraphQL Get Repo PRs More Info,graphql_2,922.52,27078
271,REST List Repos,rest,380.12,36311
271,GraphQL List Repos,graphql_1,509.88,1006
271,GraphQL List Repos More Info,graphql_2,1331.05,21604
271,REST Get Repo PRs,rest,778.69,1168277
271,GraphQL Get Repo PRs,graphql_1,1063.77,3237
271,GraphQL Get Repo PRs More Info,graphql_2,1024.32,27078
272,REST List Repos,rest,378.85,36311
272,GraphQL List Repos,graphql_1,511.09,1006
272,GraphQL List Repos More Info,graphql_2,1535.54,21604
272,REST Get Repo PRs,rest,689.46,1168277
272,GraphQL Get Repo PRs,graphql_1,538.20,3237
272,GraphQL Get Repo PRs More Info,graphql_2,921.33,27078
273,REST List Repos,rest,379.21,36311
273,GraphQL List Repos,graphql_1,510.68,1006
273,GraphQL List Repos More Info,graphql_2,1638.86,21604
273,REST Get Repo PRs,rest,707.42,1168277
273,GraphQL Get Repo PRs,graphql_1,623.55,3237
273,GraphQL Get Repo PRs More Info,graphql_2,921.00,27078
274,REST List Repos,rest,330.81,36311
274,GraphQL List Repos,graphql_1,457.01,1006
274,GraphQL List Repos More Info,graphql_2,1227.91,21604
274,REST Get Repo PRs,rest,830.88,1168277
274,GraphQL Get Repo PRs,graphql_1,397.78,3237
274,GraphQL Get Repo PRs More Info,graphql_2,1433.46,27078
275,REST List Repos,rest,377.80,36311
275,GraphQL List Repos,graphql_1,512.22,1006
275,GraphQL List Repos More Info,graphql_2,1330.10,21604
275,REST Get Repo PRs,rest,676.27,1168277
275,GraphQL Get Repo PRs,graphql_1,449.22,3237
275,GraphQL Get Repo PRs More Info,graphql_2,820.69,27078
276,REST List Repos,rest,377.18,36311
276,GraphQL List Repos,graphql_1,511.48,1006
276,GraphQL List Repos More Info,graphql_2,1332.11,21604
276,REST Get Repo PRs,rest,690.89,1168277
276,GraphQL Get Repo PRs,graphql_1,433.65,3237
276,GraphQL Get Repo PRs More Info,graphql_2,922.19,27078
277,REST List Repos,rest,377.75,36311
277,GraphQL List Repos,graphql_1,512.70,1006
277,GraphQL List Repos More Info,graphql_2,1432.26,21604
277,REST Get Repo PRs,rest,1083.08,1168277
277,GraphQL Get Repo PRs,graphql_1,451.60,3237
277,GraphQL Get Repo PRs More Info,graphql_2,1025.19,27078
278,REST List Repos,rest,328.43,36311
278,GraphQL List Repos,graphql_1,458.37,1006
278,GraphQL List Repos More Info,graphql_2,1229.25,21604
278,REST Get Repo PRs,rest,1087.46,1168277
278,GraphQL Get Repo PRs,graphql_1,446.92,3237
278,GraphQL Get Repo PRs More Info,graphql_2,820.20,27078
279,REST List Repos,rest,377.97,36311
279,GraphQL List Repos,graphql_1,409.28,1006
279,GraphQL List Repos More Info,graphql_2,1331.26,21604
279,REST Get Repo PRs,rest,864.73,1168277
279,GraphQL Get Repo PRs,graphql_1,465.01,3237
279,GraphQL Get Repo PRs More Info,graphql_2,921.98,27078
280,REST List Repos,rest,381.27,36311
280,GraphQL List Repos,graphql_1,508.71,1006
280,GraphQL List Repos More Info,graphql_2,1536.40,21604
280,REST Get Repo PRs,rest,878.03,1168277
280,GraphQL Get Repo PRs,graphql_1,452.08,3237
280,GraphQL Get Repo PRs More Info,graphql_2,819.30,27078
281,REST List Repos,rest,377.92,36311
281,GraphQL List Repos,graphql_1,512.45,1006
281,GraphQL List Repos More Info,graphql_2,1330.75,21604
281,REST Get Repo PRs,rest,657.50,1168277
281,GraphQL Get Repo PRs,graphql_1,390.94,3237
281,GraphQL Get Repo PRs More Info,graphql_2,895.70,27078
282,REST List Repos,rest,378.12,36311
282,GraphQL List Repos,graphql_1,614.45,1006
282,GraphQL List Repos More Info,graphql_2,1432.86,21604
282,REST Get Repo PRs,rest,949.38,1168277
282,GraphQL Get Repo PRs,graphql_1,483.81,3237
282,GraphQL Get Repo PRs More Info,graphql_2,921.76,27078
283,REST List Repos,rest,377.96,36311
283,GraphQL List Repos,graphql_1,511.58,1006
283,GraphQL List Repos More Info,graphql_2,1344.44,21604
283,REST Get Repo PRs,rest,837.90,1168277
283,GraphQL Get Repo PRs,graphql_1,797.69,3237
283,GraphQL Get Repo PRs More Info,graphql_2,963.55,27078
284,REST List Repos,rest,332.70,36311
284,GraphQL List Repos,graphql_1,401.88,1006
284,GraphQL List Repos More Info,graphql_2,1432.54,21604
284,REST Get Repo PRs,rest,782.72,1168277
284,GraphQL Get Repo PRs,graphql_1,446.49,3237
284,GraphQL Get Repo PRs More Info,graphql_2,819.62,27078
285,REST List Repos,rest,377.85,36311
285,GraphQL List Repos,graphql_1,409.13,1006
285,GraphQL List Repos More Info,graphql_2,1535.53,21604
285,REST Get Repo PRs,rest,809.84,1168277
285,GraphQL Get Repo PRs,graphql_1,418.80,3237
285,GraphQL Get Repo PRs More Info,graphql_2,921.27,27078
286,REST List Repos,rest,378.84,36311
286,GraphQL List Repos,graphql_1,408.57,1006
286,GraphQL List Repos More Info,graphql_2,1536.37,21604
286,REST Get Repo PRs,rest,694.14,1168277
286,GraphQL Get Repo PRs,graphql_1,431.98,3237
286,GraphQL Get Repo PRs More Info,graphql_2,819.13,27078
287,REST List Repos,rest,377.91,36311
287,GraphQL List Repos,graphql_1,510.72,1006
287,GraphQL List Repos More Info,graphql_2,1434.00,21604
287,REST Get Repo PRs,rest,911.25,1168277
287,GraphQL Get Repo PRs,graphql_1,521.66,3237
287,GraphQL Get Repo PRs More Info,graphql_2,921.62,27078
288,REST List Repos,rest,378.80,36311
288,GraphQL List Repos,graphql_1,407.64,1006
288,GraphQL List Repos More Info,graphql_2,1344.45,21604
288,REST Get Repo PRs,rest,666.91,1168277
288,GraphQL Get Repo PRs,graphql_1,753.29,3237
288,GraphQL Get Repo PRs More Info,graphql_2,1024.21,27078
289,REST List Repos,rest,377.83,36311
289,GraphQL List Repos,graphql_1,511.91,1006
289,GraphQL List Repos More Info,graphql_2,1434.31,21604
289,REST Get Repo PRs,rest,751.95,1168277
289,GraphQL Get Repo PRs,graphql_1,475.25,3237
289,GraphQL Get Repo PRs More Info,graphql_2,920.91,27078
290,REST List Repos,rest,379.75,36311
290,GraphQL List Repos,graphql_1,510.20,1006
290,GraphQL List Repos More Info,graphql_2,1433.46,21604
290,REST Get Repo PRs,rest,690.67,1168277
290,GraphQL Get Repo PRs,graphql_1,435.64,3237
290,GraphQL Get Repo PRs More Info,graphql_2,926.04,27078
291,REST List Repos,rest,373.39,36311
291,GraphQL List Repos,graphql_1,512.69,1006
291,GraphQL List Repos More Info,graphql_2,1739.60,21604
291,REST Get Repo PRs,rest,886.56,1168277
291,GraphQL Get Repo PRs,graphql_1,546.87,3237
291,GraphQL Get Repo PRs More Info,graphql_2,921.37,27078
292,REST List Repos,rest,379.08,36311
292,GraphQL List Repos,graphql_1,409.11,1006
292,GraphQL List Repos More Info,graphql_2,1534.99,21604
292,REST Get Repo PRs,rest,782.03,1168277
292,GraphQL Get Repo PRs,graphql_1,446.93,3237
292,GraphQL Get Repo PRs More Info,graphql_2,920.38,27078
293,REST List Repos,rest,276.01,36311
293,GraphQL List Repos,graphql_1,614.80,1006
293,GraphQL List Repos More Info,graphql_2,1740.66,21604
293,REST Get Repo PRs,rest,794.07,1168277
293,GraphQL Get Repo PRs,graphql_1,536.34,3237
293,GraphQL Get Repo PRs More Info,graphql_2,931.27,27078
294,REST List Repos,rest,368.28,36311
294,GraphQL List Repos,graphql_1,512.08,1006
294,GraphQL List Repos More Info,graphql_2,1432.24,21604
294,REST Get Repo PRs,rest,834.07,1168277
294,GraphQL Get Repo PRs,graphql_1,496.45,3237
294,GraphQL Get Repo PRs More Info,graphql_2,922.64,27078
295,REST List Repos,rest,377.83,36311
295,GraphQL List Repos,graphql_1,511.57,1006
295,GraphQL List Repos More Info,graphql_2,1149.98,21604
295,REST Get Repo PRs,rest,970.11,1168277
295,GraphQL Get Repo PRs,graphql_1,439.75,3237
295,GraphQL Get Repo PRs More Info,graphql_2,818.85,27078
296,REST List Repos,rest,377.79,36311
296,GraphQL List Repos,graphql_1,512.63,1006
296,GraphQL List Repos More Info,graphql_2,1432.20,21604
296,REST Get Repo PRs,rest,800.32,1168277
296,GraphQL Get Repo PRs,graphql_1,530.86,3237
296,GraphQL Get Repo PRs More Info,graphql_2,818.87,27078
297,REST List Repos,rest,378.25,36311
297,GraphQL List Repos,graphql_1,512.04,1006
297,GraphQL List Repos More Info,graphql_2,1228.12,21604
297,REST Get Repo PRs,rest,676.17,1168277
297,GraphQL Get Repo PRs,graphql_1,449.69,3237
297,GraphQL Get Repo PRs More Info,graphql_2,820.01,27078
298,REST List Repos,rest,378.03,36311
298,GraphQL List Repos,graphql_1,381.84,1006
298,GraphQL List Repos More Info,graphql_2,1379.81,21604
298,REST Get Repo PRs,rest,1314.13,1168277
298,GraphQL Get Repo PRs,graphql_1,443.89,3237
298,GraphQL Get Repo PRs More Info,graphql_2,985.13,27078
299,REST List Repos,rest,377.62,36311
299,GraphQL List Repos,graphql_1,507.19,1006
299,GraphQL List Repos More Info,graphql_2,1336.83,21604
299,REST Get Repo PRs,rest,979.48,1168277
299,GraphQL Get Repo PRs,graphql_1,453.41,3237
299,GraphQL Get Repo PRs More Info,graphql_2,1125.88,27078
300,REST List Repos,rest,378.63,36311
300,GraphQL List Repos,graphql_1,511.18,1006
300,GraphQL List Repos More Info,graphql_2,1433.38,21604
300,REST Get Repo PRs,rest,794.56,1168277
300,GraphQL Get Repo PRs,graphql_1,432.66,3237
300,GraphQL Get Repo PRs More Info,graphql_2,820.48,27078
301,REST List Repos,rest,377.77,36311
301,GraphQL List Repos,graphql_1,512.61,1006
301,GraphQL List Repos More Info,graphql_2,1478.83,21604
301,REST Get Repo PRs,rest,747.72,1168277
301,GraphQL Get Repo PRs,graphql_1,428.58,3237
301,GraphQL Get Repo PRs More Info,graphql_2,1322.29,27078
302,REST List Repos,rest,392.91,36311
302,GraphQL List Repos,graphql_1,409.19,1006
302,GraphQL List Repos More Info,graphql_2,1433.29,21604
302,REST Get Repo PRs,rest,783.55,1168277
302,GraphQL Get Repo PRs,graphql_1,547.54,3237
302,GraphQL Get Repo PRs More Info,graphql_2,1022.90,27078
303,REST List Repos,rest,481.15,36311
303,GraphQL List Repos,graphql_1,512.16,1006
303,GraphQL List Repos More Info,graphql_2,1330.53,21604
303,REST Get Repo PRs,rest,781.26,1168277
303,GraphQL Get Repo PRs,graphql_1,446.57,3237
303,GraphQL Get Repo PRs More Info,graphql_2,853.34,27078
304,REST List Repos,rest,346.21,36311
304,GraphQL List Repos,graphql_1,715.63,1006
304,GraphQL List Repos More Info,graphql_2,1535.52,21604
304,REST Get Repo PRs,rest,678.84,1168277
304,GraphQL Get Repo PRs,graphql_1,446.80,3237
304,GraphQL Get Repo PRs More Info,graphql_2,1024.30,27078
305,REST List Repos,rest,378.64,36311
305,GraphQL List Repos,graphql_1,409.85,1006
305,GraphQL List Repos More Info,graphql_2,1535.06,21604
305,REST Get Repo PRs,rest,675.38,1168277
305,GraphQL Get Repo PRs,graphql_1,449.21,3237
305,GraphQL Get Repo PRs More Info,graphql_2,922.05,27078
306,REST List Repos,rest,377.85,36311
306,GraphQL List Repos,graphql_1,513.42,1006
306,GraphQL List Repos More Info,graphql_2,1226.63,21604
306,REST Get Repo PRs,rest,768.56,1168277
306,GraphQL Get Repo PRs,graphql_1,460.49,3237
306,GraphQL Get Repo PRs More Info,graphql_2,921.11,27078
307,REST List Repos,rest,378.44,36311
307,GraphQL List Repos,graphql_1,409.84,1006
307,GraphQL List Repos More Info,graphql_2,1636.90,21604
307,REST Get Repo PRs,rest,1085.93,1168277
307,GraphQL Get Repo PRs,graphql_1,449.81,3237
307,GraphQL Get Repo PRs More Info,graphql_2,819.03,27078
308,REST List Repos,rest,377.84,36311
308,GraphQL List Repos,graphql_1,511.46,1006
308,GraphQL List Repos More Info,graphql_2,1536.49,21604
308,REST Get Repo PRs,rest,894.97,1168277
308,GraphQL Get Repo PRs,graphql_1,435.48,3237
308,GraphQL Get Repo PRs More Info,graphql_2,1024.04,27078
309,REST List Repos,rest,377.34,36311
309,GraphQL List Repos,graphql_1,512.87,1006
309,GraphQL List Repos More Info,graphql_2,1637.73,21604
309,REST Get Repo PRs,rest,673.83,1168277
309,GraphQL Get Repo PRs,graphql_1,450.61,3237
309,GraphQL Get Repo PRs More Info,graphql_2,820.21,27078
310,REST List Repos,rest,379.66,36311
310,GraphQL List Repos,graphql_1,613.46,1006
310,GraphQL List Repos More Info,graphql_2,1229.02,21604
310,REST Get Repo PRs,rest,900.09,1168277
310,GraphQL Get Repo PRs,graphql_1,427.71,3237
310,GraphQL Get Repo PRs More Info,graphql_2,820.57,27078
311,REST List Repos,rest,380.14,36311
311,GraphQL List Repos,graphql_1,510.28,1006
311,GraphQL List Repos More Info,graphql_2,1435.36,21604
311,REST Get Repo PRs,rest,1716.35,1168277
311,GraphQL Get Repo PRs,graphql_1,533.90,3237
311,GraphQL Get Repo PRs More Info,graphql_2,922.49,27078
312,REST List Repos,rest,377.59,36311
312,GraphQL List Repos,graphql_1,511.41,1006
312,GraphQL List Repos More Info,graphql_2,1434.15,21604
312,REST Get Repo PRs,rest,850.79,1168277
312,GraphQL Get Repo PRs,graphql_1,478.46,3237
312,GraphQL Get Repo PRs More Info,graphql_2,922.34,27078
313,REST List Repos,rest,379.54,36311
313,GraphQL List Repos,graphql_1,612.09,1006
313,GraphQL List Repos More Info,graphql_2,3073.08,21604
313,REST Get Repo PRs,rest,914.64,1168277
313,GraphQL Get Repo PRs,graphql_1,517.42,3237
313,GraphQL Get Repo PRs More Info,graphql_2,819.40,27078
314,REST List Repos,rest,380.56,36311
314,GraphQL List Repos,graphql_1,509.31,1006
314,GraphQL List Repos More Info,graphql_2,1535.21,21604
314,REST Get Repo PRs,rest,899.83,1168277
314,GraphQL Get Repo PRs,graphql_1,430.58,3237
314,GraphQL Get Repo PRs More Info,graphql_2,923.88,27078
315,REST List Repos,rest,378.21,36311
315,GraphQL List Repos,graphql_1,509.71,1006
